id,order_number,customer_id,order_date,status,amount,expected_delivery,actual_delivery,priority,created_at,updated_at
42538,DC-ORD-6345,3469,2015-04-03,PENDING_PAYMENT,929.96,2015-04-07,2015-04-09,High,2015-04-03 14:35:00,2015-04-03 14:35:00
42539,DC-ORD-2341,5222,2015-02-04,PENDING_PAYMENT,1245.86,2015-02-08,2015-02-06,Normal,2015-02-04 03:48:00,2015-02-04 03:48:00
42540,DC-ORD-4104,14791,2015-03-01,PENDING_PAYMENT,1108.7,2015-03-05,2015-03-06,High,2015-03-01 21:27:00,2015-03-01 21:27:00
42541,DC-ORD-5386,6785,2015-03-20,PENDING_PAYMENT,395.98,2015-03-24,2015-03-22,Normal,2015-03-20 14:36:00,2015-03-20 14:36:00
42542,DC-ORD-58549,13691,2017-05-04,PENDING_PAYMENT,1037.32,2017-05-08,2017-05-09,High,2017-05-04 15:58:00,2017-05-04 15:58:00
42543,DC-ORD-9819,12994,2015-05-24,PENDING_PAYMENT,1094.44,2015-05-28,2015-05-29,High,2015-05-24 07:40:00,2015-05-24 07:40:00
42544,DC-ORD-7062,14350,2015-04-14,PENDING_PAYMENT,395.98,2015-04-18,2015-04-17,Normal,2015-04-14 01:46:00,2015-04-14 01:46:00
42545,DC-ORD-7310,5210,2015-04-17,PENDING_PAYMENT,902.5,2015-04-21,2015-04-23,High,2015-04-17 16:40:00,2015-04-17 16:40:00
42546,DC-ORD-8037,2128,2015-04-28,PENDING_PAYMENT,591.9,2015-05-02,2015-05-01,Normal,2015-04-28 07:22:00,2015-04-28 07:22:00
42547,DC-ORD-59403,14973,2017-05-17,PENDING_PAYMENT,601.12,2017-05-21,2017-05-21,Normal,2017-05-17 03:09:00,2017-05-17 03:09:00
42548,DC-ORD-8634,2307,2015-05-07,PENDING_PAYMENT,543.44,2015-05-11,2015-05-12,High,2015-05-07 00:31:00,2015-05-07 00:31:00
42549,DC-ORD-57270,6793,2017-04-15,PENDING_PAYMENT,860.88,2017-04-19,2017-04-21,High,2017-04-15 23:52:00,2017-04-15 23:52:00
42550,DC-ORD-9214,3111,2015-05-15,PENDING_PAYMENT,290.98,2015-05-19,2015-05-20,High,2015-05-15 11:43:00,2015-05-15 11:43:00
42551,DC-ORD-550,7146,2015-01-09,PENDING_PAYMENT,434.96,2015-01-13,2015-01-15,High,2015-01-09 00:20:00,2015-01-09 00:20:00
42552,DC-ORD-7762,5413,2015-04-24,PENDING_PAYMENT,387.98,2015-04-28,2015-04-27,Normal,2015-04-24 07:01:00,2015-04-24 07:01:00
42553,DC-ORD-6011,10140,2015-03-29,PENDING_PAYMENT,387.98,2015-04-02,2015-03-31,Normal,2015-03-29 17:34:00,2015-03-29 17:34:00
42554,DC-ORD-55921,6920,2017-03-27,PENDING_PAYMENT,287.98,2017-03-31,2017-03-29,Normal,2017-03-27 07:16:00,2017-03-27 07:16:00
42555,DC-ORD-877,10509,2015-01-13,PENDING_PAYMENT,1027.94,2015-01-17,2015-01-16,Normal,2015-01-13 18:54:00,2015-01-13 18:54:00
42556,DC-ORD-4713,12082,2015-03-10,PENDING_PAYMENT,1051.91,2015-03-14,2015-03-14,Normal,2015-03-10 18:49:00,2015-03-10 18:49:00
42557,DC-ORD-4630,7012,2015-03-09,PENDING_PAYMENT,875.26,2015-03-13,2015-03-15,High,2015-03-09 13:44:00,2015-03-09 13:44:00
42558,DC-ORD-61081,10357,2017-06-10,PENDING_PAYMENT,943.85,2017-06-14,2017-06-12,Normal,2017-06-10 15:02:00,2017-06-10 15:02:00
42559,DC-ORD-5095,6770,2015-03-16,PENDING_PAYMENT,998.92,2015-03-20,2015-03-22,High,2015-03-16 08:39:00,2015-03-16 08:39:00
42560,DC-ORD-281,3150,2015-01-05,PENDING_PAYMENT,892.36,2015-01-09,2015-01-07,Normal,2015-01-05 02:05:00,2015-01-05 02:05:00
42561,DC-ORD-54796,8007,2017-03-10,PENDING_PAYMENT,794.36,2017-03-14,2017-03-12,Normal,2017-03-10 21:07:00,2017-03-10 21:07:00
42562,DC-ORD-54251,3349,2017-03-02,PENDING_PAYMENT,406.48,2017-03-06,2017-03-04,Normal,2017-03-02 22:11:00,2017-03-02 22:11:00
42563,DC-ORD-54990,3960,2017-03-13,PENDING_PAYMENT,278.98,2017-03-17,2017-03-19,High,2017-03-13 17:05:00,2017-03-13 17:05:00
42564,DC-ORD-3257,11976,2015-02-17,PENDING_PAYMENT,650.93,2015-02-21,2015-02-20,Normal,2015-02-17 12:43:00,2015-02-17 12:43:00
42565,DC-ORD-9803,12152,2015-05-24,PENDING_PAYMENT,874.43,2015-05-28,2015-05-28,Normal,2015-05-24 02:04:00,2015-05-24 02:04:00
42566,DC-ORD-4488,12173,2015-03-07,PENDING_PAYMENT,808.32,2015-03-11,2015-03-11,Normal,2015-03-07 11:59:00,2015-03-07 11:59:00
42567,DC-ORD-53156,5200,2017-02-14,PENDING_PAYMENT,882.48,2017-02-18,2017-02-16,Normal,2017-02-14 22:33:00,2017-02-14 22:33:00
42568,DC-ORD-60216,7009,2017-05-28,PENDING_PAYMENT,272.98,2017-06-01,2017-05-30,Normal,2017-05-28 23:59:00,2017-05-28 23:59:00
42569,DC-ORD-5862,15581,2015-03-27,PENDING_PAYMENT,533.98,2015-03-31,2015-03-30,Normal,2015-03-27 13:22:00,2015-03-27 13:22:00
42570,DC-ORD-53454,7476,2017-02-19,PENDING_PAYMENT,654.96,2017-02-23,2017-02-24,High,2017-02-19 06:58:00,2017-02-19 06:58:00
42571,DC-ORD-54629,7869,2017-03-08,PENDING_PAYMENT,1173.29,2017-03-12,2017-03-13,High,2017-03-08 10:37:00,2017-03-08 10:37:00
42572,DC-ORD-8902,5200,2015-05-10,PENDING_PAYMENT,892.13,2015-05-14,2015-05-13,Normal,2015-05-10 22:25:00,2015-05-10 22:25:00
42573,DC-ORD-55483,1626,2017-03-20,PENDING_PAYMENT,970.5,2017-03-24,2017-03-24,Normal,2017-03-20 21:48:00,2017-03-20 21:48:00
42574,DC-ORD-54976,6866,2017-03-13,PENDING_PAYMENT,685.43,2017-03-17,2017-03-15,Normal,2017-03-13 12:11:00,2017-03-13 12:11:00
42575,DC-ORD-56645,10378,2017-04-06,PENDING_PAYMENT,419.98,2017-04-10,2017-04-12,High,2017-04-06 20:54:00,2017-04-06 20:54:00
42576,DC-ORD-3915,10832,2015-02-27,PENDING_PAYMENT,457.41,2015-03-03,2015-03-05,High,2015-02-27 03:14:00,2015-02-27 03:14:00
42577,DC-ORD-61309,10423,2017-06-13,PENDING_PAYMENT,751.68,2017-06-17,2017-06-18,High,2017-06-13 22:55:00,2017-06-13 22:55:00
42578,DC-ORD-53451,6895,2017-02-19,PENDING_PAYMENT,451.96,2017-02-23,2017-02-21,Normal,2017-02-19 05:54:00,2017-02-19 05:54:00
42579,DC-ORD-56720,7124,2017-04-07,PENDING_PAYMENT,269.98,2017-04-11,2017-04-13,High,2017-04-07 23:11:00,2017-04-07 23:11:00
42580,DC-ORD-56800,14744,2017-04-09,PENDING_PAYMENT,696.74,2017-04-13,2017-04-15,High,2017-04-09 03:13:00,2017-04-09 03:13:00
42581,DC-ORD-773,14305,2015-01-12,PENDING_PAYMENT,351.98,2015-01-16,2015-01-16,Normal,2015-01-12 06:27:00,2015-01-12 06:27:00
42582,DC-ORD-57154,7191,2017-04-14,PENDING_PAYMENT,1041.77,2017-04-18,2017-04-19,High,2017-04-14 07:14:00,2017-04-14 07:14:00
42583,DC-ORD-60754,4130,2017-06-05,PENDING_PAYMENT,1079.93,2017-06-09,2017-06-10,High,2017-06-05 20:28:00,2017-06-05 20:28:00
42584,DC-ORD-54530,10019,2017-03-06,PENDING_PAYMENT,746.95,2017-03-10,2017-03-12,High,2017-03-06 23:56:00,2017-03-06 23:56:00
42585,DC-ORD-53381,6895,2017-02-18,PENDING_PAYMENT,660.76,2017-02-22,2017-02-20,Normal,2017-02-18 05:23:00,2017-02-18 05:23:00
42586,DC-ORD-2294,3137,2015-02-03,PENDING_PAYMENT,1019.34,2015-02-07,2015-02-08,High,2015-02-03 11:20:00,2015-02-03 11:20:00
42587,DC-ORD-4388,5256,2015-03-06,PENDING_PAYMENT,986.29,2015-03-10,2015-03-10,Normal,2015-03-06 00:57:00,2015-03-06 00:57:00
42588,DC-ORD-10254,3278,2015-05-30,PENDING_PAYMENT,339.98,2015-06-03,2015-06-04,High,2015-05-30 16:04:00,2015-05-30 16:04:00
42589,DC-ORD-5060,10943,2015-03-15,PENDING_PAYMENT,379.46,2015-03-19,2015-03-21,High,2015-03-15 20:23:00,2015-03-15 20:23:00
42590,DC-ORD-4265,14317,2015-03-04,PENDING_PAYMENT,521.91,2015-03-08,2015-03-10,High,2015-03-04 05:52:00,2015-03-04 05:52:00
42591,DC-ORD-61289,6807,2017-06-13,PENDING_PAYMENT,1604.9,2017-06-17,2017-06-18,High,2017-06-13 15:54:00,2017-06-13 15:54:00
42592,DC-ORD-58883,6958,2017-05-09,PENDING_PAYMENT,248.98,2017-05-13,2017-05-13,Normal,2017-05-09 12:59:00,2017-05-09 12:59:00
42593,DC-ORD-4466,16369,2015-03-07,PENDING_PAYMENT,1047.44,2015-03-11,2015-03-09,Normal,2015-03-07 04:17:00,2015-03-07 04:17:00
42594,DC-ORD-9407,1721,2015-05-18,PENDING_PAYMENT,374.93,2015-05-22,2015-05-21,Normal,2015-05-18 07:20:00,2015-05-18 07:20:00
42595,DC-ORD-9216,1694,2015-05-15,PENDING_PAYMENT,331.98,2015-05-19,2015-05-17,Normal,2015-05-15 12:25:00,2015-05-15 12:25:00
42596,DC-ORD-9077,6810,2015-05-13,PENDING_PAYMENT,331.98,2015-05-17,2015-05-16,Normal,2015-05-13 11:43:00,2015-05-13 11:43:00
42597,DC-ORD-3898,15664,2015-02-26,PENDING_PAYMENT,527.98,2015-03-02,2015-03-02,Normal,2015-02-26 21:17:00,2015-02-26 21:17:00
42598,DC-ORD-1878,11167,2015-01-28,PENDING_PAYMENT,359.96,2015-02-01,2015-02-01,Normal,2015-01-28 09:35:00,2015-01-28 09:35:00
42599,DC-ORD-7260,7904,2015-04-16,PENDING_PAYMENT,922.84,2015-04-20,2015-04-22,High,2015-04-16 23:09:00,2015-04-16 23:09:00
42600,DC-ORD-6754,3996,2015-04-09,PENDING_PAYMENT,327.98,2015-04-13,2015-04-14,High,2015-04-09 13:52:00,2015-04-09 13:52:00
42601,DC-ORD-6001,10941,2015-03-29,PENDING_PAYMENT,464.97,2015-04-02,2015-03-31,Normal,2015-03-29 14:04:00,2015-03-29 14:04:00
42602,DC-ORD-56151,7128,2017-03-30,PENDING_PAYMENT,603.96,2017-04-03,2017-04-01,Normal,2017-03-30 15:50:00,2017-03-30 15:50:00
42603,DC-ORD-60404,14889,2017-05-31,PENDING_PAYMENT,672.96,2017-06-04,2017-06-05,High,2017-05-31 17:51:00,2017-05-31 17:51:00
42604,DC-ORD-59381,5438,2017-05-16,PENDING_PAYMENT,603.94,2017-05-20,2017-05-18,Normal,2017-05-16 19:27:00,2017-05-16 19:27:00
42605,DC-ORD-2032,3899,2015-01-30,PENDING_PAYMENT,239.98,2015-02-03,2015-02-02,Normal,2015-01-30 15:32:00,2015-01-30 15:32:00
42606,DC-ORD-4967,15753,2015-03-14,PENDING_PAYMENT,610.93,2015-03-18,2015-03-17,Normal,2015-03-14 11:48:00,2015-03-14 11:48:00
42607,DC-ORD-2124,7359,2015-01-31,PENDING_PAYMENT,893.89,2015-02-04,2015-02-05,High,2015-01-31 23:46:00,2015-01-31 23:46:00
42608,DC-ORD-51610,268,2017-01-23,PENDING_PAYMENT,1292.25,2017-01-27,2017-01-29,High,2017-01-23 08:55:00,2017-01-23 08:55:00
42609,DC-ORD-4726,7345,2015-03-10,PENDING_PAYMENT,638.41,2015-03-14,2015-03-12,Normal,2015-03-10 23:22:00,2015-03-10 23:22:00
42610,DC-ORD-55374,11028,2017-03-19,PENDING_PAYMENT,1074.32,2017-03-23,2017-03-24,High,2017-03-19 07:37:00,2017-03-19 07:37:00
42611,DC-ORD-56547,4036,2017-04-05,PENDING_PAYMENT,557.36,2017-04-09,2017-04-08,Normal,2017-04-05 10:34:00,2017-04-05 10:34:00
42612,DC-ORD-52751,12003,2017-02-09,PENDING_PAYMENT,1016.72,2017-02-13,2017-02-11,Normal,2017-02-09 00:40:00,2017-02-09 00:40:00
42613,DC-ORD-3686,10171,2015-02-23,PENDING_PAYMENT,1066.16,2015-02-27,2015-02-25,Normal,2015-02-23 19:01:00,2015-02-23 19:01:00
42614,DC-ORD-5495,10328,2015-03-22,PENDING_PAYMENT,224.99,2015-03-26,2015-03-28,High,2015-03-22 04:47:00,2015-03-22 04:47:00
42615,DC-ORD-55842,15467,2017-03-26,PENDING_PAYMENT,1165.85,2017-03-30,2017-03-29,Normal,2017-03-26 03:35:00,2017-03-26 03:35:00
42616,DC-ORD-10246,837,2015-05-30,PENDING_PAYMENT,587.91,2015-06-03,2015-06-01,Normal,2015-05-30 13:16:00,2015-05-30 13:16:00
42617,DC-ORD-75677,16370,2018-01-09,PAYMENT_REVIEW,81.87,2018-01-13,2018-01-12,Normal,2018-01-09 16:40:00,2018-01-09 16:40:00
42618,DC-ORD-72180,16371,2017-11-19,PAYMENT_REVIEW,281.32,2017-11-23,2017-11-25,High,2017-11-19 15:31:00,2017-11-19 15:31:00
42619,DC-ORD-72431,16372,2017-11-23,PAYMENT_REVIEW,206.63,2017-11-27,2017-11-25,Normal,2017-11-23 07:27:00,2017-11-23 07:27:00
42620,DC-ORD-48967,10717,2016-12-15,PAYMENT_REVIEW,457.83,2016-12-19,2016-12-18,Normal,2016-12-15 18:58:00,2016-12-15 18:58:00
42621,DC-ORD-74918,16373,2017-12-29,PAYMENT_REVIEW,406.1,2018-01-02,2018-01-02,Normal,2017-12-29 14:45:00,2017-12-29 14:45:00
42622,DC-ORD-50427,806,2017-01-06,PAYMENT_REVIEW,299.59,2017-01-10,2017-01-09,Normal,2017-01-06 02:28:00,2017-01-06 02:28:00
42623,DC-ORD-22509,4078,2015-11-25,PAYMENT_REVIEW,805.49,2015-11-29,2015-11-30,High,2015-11-25 13:33:00,2015-11-25 13:33:00
42624,DC-ORD-25911,678,2016-01-14,PAYMENT_REVIEW,970.02,2016-01-18,2016-01-16,Normal,2016-01-14 05:25:00,2016-01-14 05:25:00
42625,DC-ORD-21405,11994,2015-11-09,PAYMENT_REVIEW,110.49,2015-11-13,2015-11-15,High,2015-11-09 10:46:00,2015-11-09 10:46:00
42626,DC-ORD-48448,6976,2016-12-08,PAYMENT_REVIEW,801.09,2016-12-12,2016-12-12,Normal,2016-12-08 05:08:00,2016-12-08 05:08:00
42627,DC-ORD-26758,1675,2016-01-26,PAYMENT_REVIEW,789.01,2016-01-30,2016-01-30,Normal,2016-01-26 14:10:00,2016-01-26 14:10:00
42628,DC-ORD-71943,16374,2017-11-16,PAYMENT_REVIEW,495.3,2017-11-20,2017-11-20,Normal,2017-11-16 04:29:00,2017-11-16 04:29:00
42629,DC-ORD-72013,16375,2017-11-17,PAYMENT_REVIEW,479.32,2017-11-21,2017-11-21,Normal,2017-11-17 05:00:00,2017-11-17 05:00:00
42630,DC-ORD-25996,6898,2016-01-15,PAYMENT_REVIEW,398.94,2016-01-19,2016-01-17,Normal,2016-01-15 11:12:00,2016-01-15 11:12:00
42631,DC-ORD-30930,16376,2016-03-27,PAYMENT_REVIEW,838.37,2016-03-31,2016-04-02,High,2016-03-27 11:48:00,2016-03-27 11:48:00
42632,DC-ORD-24378,5455,2015-12-22,PAYMENT_REVIEW,595.48,2015-12-26,2015-12-26,Normal,2015-12-22 20:20:00,2015-12-22 20:20:00
42633,DC-ORD-22655,3549,2015-11-27,PAYMENT_REVIEW,751.85,2015-12-01,2015-12-03,High,2015-11-27 16:42:00,2015-11-27 16:42:00
42634,DC-ORD-30652,10752,2016-03-23,PAYMENT_REVIEW,463.48,2016-03-27,2016-03-26,Normal,2016-03-23 10:24:00,2016-03-23 10:24:00
42635,DC-ORD-74069,16377,2017-12-17,PAYMENT_REVIEW,27.97,2017-12-21,2017-12-22,High,2017-12-17 05:19:00,2017-12-17 05:19:00
42636,DC-ORD-74014,16378,2017-12-16,PAYMENT_REVIEW,27.35,2017-12-20,2017-12-21,High,2017-12-16 10:03:00,2017-12-16 10:03:00
42637,DC-ORD-74009,16379,2017-12-16,PAYMENT_REVIEW,25.49,2017-12-20,2017-12-21,High,2017-12-16 08:17:00,2017-12-16 08:17:00
42638,DC-ORD-76398,16380,2018-01-20,PAYMENT_REVIEW,38.16,2018-01-24,2018-01-24,Normal,2018-01-20 05:16:00,2018-01-20 05:16:00
42639,DC-ORD-76483,16381,2018-01-21,PAYMENT_REVIEW,35.78,2018-01-25,2018-01-25,Normal,2018-01-21 11:03:00,2018-01-21 11:03:00
42640,DC-ORD-72714,16382,2017-11-27,PAYMENT_REVIEW,226.77,2017-12-01,2017-12-02,High,2017-11-27 10:36:00,2017-11-27 10:36:00
42641,DC-ORD-73534,16383,2017-12-09,PAYMENT_REVIEW,32.99,2017-12-13,2017-12-14,High,2017-12-09 09:53:00,2017-12-09 09:53:00
42642,DC-ORD-76548,16384,2018-01-22,PAYMENT_REVIEW,31.8,2018-01-26,2018-01-26,Normal,2018-01-22 09:49:00,2018-01-22 09:49:00
42643,DC-ORD-74530,16385,2017-12-23,PENDING_PAYMENT,1500.0,2017-12-27,2017-12-29,High,2017-12-23 22:49:00,2017-12-23 22:49:00
42644,DC-ORD-74601,16386,2017-12-24,PENDING_PAYMENT,250.35,2017-12-28,2017-12-26,Normal,2017-12-24 23:42:00,2017-12-24 23:42:00
42645,DC-ORD-74672,16387,2017-12-26,PENDING_PAYMENT,247.82,2017-12-30,2017-12-29,Normal,2017-12-26 00:34:00,2017-12-26 00:34:00
42646,DC-ORD-74618,16388,2017-12-25,PENDING_PAYMENT,247.82,2017-12-29,2017-12-29,Normal,2017-12-25 05:39:00,2017-12-25 05:39:00
42647,DC-ORD-74670,16389,2017-12-25,PENDING_PAYMENT,242.76,2017-12-29,2017-12-31,High,2017-12-25 23:52:00,2017-12-25 23:52:00
42648,DC-ORD-74616,16390,2017-12-25,PENDING_PAYMENT,242.76,2017-12-29,2017-12-27,Normal,2017-12-25 04:57:00,2017-12-25 04:57:00
42649,DC-ORD-74580,16391,2017-12-24,PENDING_PAYMENT,242.76,2017-12-28,2017-12-30,High,2017-12-24 16:20:00,2017-12-24 16:20:00
42650,DC-ORD-74506,16392,2017-12-23,PENDING_PAYMENT,1417.5,2017-12-27,2017-12-25,Normal,2017-12-23 14:25:00,2017-12-23 14:25:00
42651,DC-ORD-74649,16393,2017-12-25,PENDING_PAYMENT,235.18,2017-12-29,2017-12-30,High,2017-12-25 16:31:00,2017-12-25 16:31:00
42652,DC-ORD-74703,16394,2017-12-26,PENDING_PAYMENT,235.18,2017-12-30,2017-12-30,Normal,2017-12-26 11:26:00,2017-12-26 11:26:00
42653,DC-ORD-74702,16395,2017-12-26,PENDING_PAYMENT,230.12,2017-12-30,2017-12-29,Normal,2017-12-26 11:05:00,2017-12-26 11:05:00
42654,DC-ORD-74573,16396,2017-12-24,PENDING_PAYMENT,1305.0,2017-12-28,2017-12-28,Normal,2017-12-24 13:53:00,2017-12-24 13:53:00
42655,DC-ORD-74680,16397,2017-12-26,PENDING_PAYMENT,214.95,2017-12-30,2018-01-01,High,2017-12-26 03:22:00,2017-12-26 03:22:00
42656,DC-ORD-74641,16398,2017-12-25,PENDING_PAYMENT,207.36,2017-12-29,2017-12-27,Normal,2017-12-25 13:43:00,2017-12-25 13:43:00
42657,DC-ORD-74640,16399,2017-12-25,PENDING_PAYMENT,202.3,2017-12-29,2017-12-31,High,2017-12-25 13:21:00,2017-12-25 13:21:00
42658,DC-ORD-72895,16400,2017-11-30,PENDING_PAYMENT,83.56,2017-12-04,2017-12-06,High,2017-11-30 02:00:00,2017-11-30 02:00:00
42659,DC-ORD-73035,16401,2017-12-02,PENDING_PAYMENT,80.18,2017-12-06,2017-12-08,High,2017-12-02 03:03:00,2017-12-02 03:03:00
42660,DC-ORD-75693,16402,2018-01-09,PENDING_PAYMENT,80.18,2018-01-13,2018-01-13,Normal,2018-01-09 22:16:00,2018-01-09 22:16:00
42661,DC-ORD-72854,16403,2017-11-29,PENDING_PAYMENT,79.76,2017-12-03,2017-12-04,High,2017-11-29 11:39:00,2017-11-29 11:39:00
42662,DC-ORD-75620,16404,2018-01-08,PENDING_PAYMENT,79.76,2018-01-12,2018-01-14,High,2018-01-08 20:42:00,2018-01-08 20:42:00
42663,DC-ORD-72998,16405,2017-12-01,PENDING_PAYMENT,79.76,2017-12-05,2017-12-05,Normal,2017-12-01 14:06:00,2017-12-01 14:06:00
42664,DC-ORD-75673,16406,2018-01-09,PENDING_PAYMENT,78.49,2018-01-13,2018-01-13,Normal,2018-01-09 15:16:00,2018-01-09 15:16:00
42665,DC-ORD-75708,16407,2018-01-10,PENDING_PAYMENT,76.8,2018-01-14,2018-01-14,Normal,2018-01-10 03:32:00,2018-01-10 03:32:00
42666,DC-ORD-72976,16408,2017-12-01,PENDING_PAYMENT,74.27,2017-12-05,2017-12-03,Normal,2017-12-01 06:23:00,2017-12-01 06:23:00
42667,DC-ORD-75629,16409,2018-01-08,PENDING_PAYMENT,69.21,2018-01-12,2018-01-13,High,2018-01-08 23:51:00,2018-01-08 23:51:00
42668,DC-ORD-75521,16410,2018-01-07,PENDING_PAYMENT,69.21,2018-01-11,2018-01-09,Normal,2018-01-07 10:01:00,2018-01-07 10:01:00
42669,DC-ORD-75718,16411,2018-01-10,PENDING_PAYMENT,67.52,2018-01-14,2018-01-14,Normal,2018-01-10 07:02:00,2018-01-10 07:02:00
42670,DC-ORD-72898,16412,2017-11-30,PENDING_PAYMENT,67.52,2017-12-04,2017-12-04,Normal,2017-11-30 03:03:00,2017-11-30 03:03:00
42671,DC-ORD-72861,16413,2017-11-29,PENDING_PAYMENT,63.3,2017-12-03,2017-12-01,Normal,2017-11-29 14:06:00,2017-11-29 14:06:00
42672,DC-ORD-72166,16414,2017-11-19,PENDING_PAYMENT,293.04,2017-11-23,2017-11-21,Normal,2017-11-19 10:36:00,2017-11-19 10:36:00
42673,DC-ORD-72238,16415,2017-11-20,PENDING_PAYMENT,293.04,2017-11-24,2017-11-24,Normal,2017-11-20 11:50:00,2017-11-20 11:50:00
42674,DC-ORD-75275,16416,2018-01-03,PENDING_PAYMENT,293.04,2018-01-07,2018-01-09,High,2018-01-03 19:50:00,2018-01-03 19:50:00
42675,DC-ORD-72327,16417,2017-11-21,PENDING_PAYMENT,290.11,2017-11-25,2017-11-24,Normal,2017-11-21 19:01:00,2017-11-21 19:01:00
42676,DC-ORD-72165,16418,2017-11-19,PENDING_PAYMENT,290.11,2017-11-23,2017-11-25,High,2017-11-19 10:15:00,2017-11-19 10:15:00
42677,DC-ORD-72182,16419,2017-11-19,PENDING_PAYMENT,287.18,2017-11-23,2017-11-22,Normal,2017-11-19 16:13:00,2017-11-19 16:13:00
42678,DC-ORD-72344,16420,2017-11-22,PENDING_PAYMENT,287.18,2017-11-26,2017-11-27,High,2017-11-22 00:58:00,2017-11-22 00:58:00
42679,DC-ORD-72342,16421,2017-11-22,PENDING_PAYMENT,281.32,2017-11-26,2017-11-25,Normal,2017-11-22 00:16:00,2017-11-22 00:16:00
42680,DC-ORD-72233,16422,2017-11-20,PENDING_PAYMENT,278.39,2017-11-24,2017-11-24,Normal,2017-11-20 10:05:00,2017-11-20 10:05:00
42681,DC-ORD-72137,16423,2017-11-19,PENDING_PAYMENT,254.94,2017-11-23,2017-11-22,Normal,2017-11-19 00:27:00,2017-11-19 00:27:00
42682,DC-ORD-72136,16424,2017-11-19,PENDING_PAYMENT,249.08,2017-11-23,2017-11-21,Normal,2017-11-19 00:06:00,2017-11-19 00:06:00
42683,DC-ORD-72153,16425,2017-11-19,PENDING_PAYMENT,246.15,2017-11-23,2017-11-23,Normal,2017-11-19 06:03:00,2017-11-19 06:03:00
42684,DC-ORD-75226,16426,2018-01-03,PENDING_PAYMENT,246.15,2018-01-07,2018-01-05,Normal,2018-01-03 02:40:00,2018-01-03 02:40:00
42685,DC-ORD-75188,16427,2018-01-02,PENDING_PAYMENT,240.29,2018-01-06,2018-01-06,Normal,2018-01-02 13:21:00,2018-01-02 13:21:00
42686,DC-ORD-72168,16428,2017-11-19,PENDING_PAYMENT,234.43,2017-11-23,2017-11-23,Normal,2017-11-19 11:18:00,2017-11-19 11:18:00
42687,DC-ORD-75241,16429,2018-01-03,PENDING_PAYMENT,234.43,2018-01-07,2018-01-05,Normal,2018-01-03 07:55:00,2018-01-03 07:55:00
42688,DC-ORD-28221,7339,2016-02-16,PENDING_PAYMENT,579.45,2016-02-20,2016-02-18,Normal,2016-02-16 22:43:00,2016-02-16 22:43:00
42689,DC-ORD-22991,7077,2015-12-02,PENDING_PAYMENT,728.14,2015-12-06,2015-12-04,Normal,2015-12-02 14:25:00,2015-12-02 14:25:00
42690,DC-ORD-26191,6779,2016-01-18,PENDING_PAYMENT,408.94,2016-01-22,2016-01-20,Normal,2016-01-18 07:31:00,2016-01-18 07:31:00
42691,DC-ORD-26495,815,2016-01-22,PENDING_PAYMENT,855.54,2016-01-26,2016-01-28,High,2016-01-22 18:01:00,2016-01-22 18:01:00
42692,DC-ORD-24860,7477,2015-12-29,PENDING_PAYMENT,710.85,2016-01-02,2016-01-04,High,2015-12-29 21:12:00,2015-12-29 21:12:00
42693,DC-ORD-26490,15821,2016-01-22,PENDING_PAYMENT,552.47,2016-01-26,2016-01-28,High,2016-01-22 16:16:00,2016-01-22 16:16:00
42694,DC-ORD-42652,12081,2016-09-14,PENDING_PAYMENT,835.75,2016-09-18,2016-09-17,Normal,2016-09-14 14:32:00,2016-09-14 14:32:00
42695,DC-ORD-21870,12122,2015-11-16,PENDING_PAYMENT,287.27,2015-11-20,2015-11-22,High,2015-11-16 05:41:00,2015-11-16 05:41:00
42696,DC-ORD-26449,3372,2016-01-22,PENDING_PAYMENT,394.97,2016-01-26,2016-01-27,High,2016-01-22 01:54:00,2016-01-22 01:54:00
42697,DC-ORD-20530,12178,2015-10-27,PENDING_PAYMENT,791.9,2015-10-31,2015-11-02,High,2015-10-27 16:13:00,2015-10-27 16:13:00
42698,DC-ORD-20490,16430,2015-10-27,PENDING_PAYMENT,847.59,2015-10-31,2015-11-02,High,2015-10-27 02:12:00,2015-10-27 02:12:00
42699,DC-ORD-22503,13730,2015-11-25,PENDING_PAYMENT,901.01,2015-11-29,2015-11-29,Normal,2015-11-25 11:27:00,2015-11-25 11:27:00
42700,DC-ORD-23178,16431,2015-12-05,PENDING_PAYMENT,542.92,2015-12-09,2015-12-09,Normal,2015-12-05 07:56:00,2015-12-05 07:56:00
42701,DC-ORD-25237,7900,2016-01-04,PENDING_PAYMENT,950.33,2016-01-08,2016-01-07,Normal,2016-01-04 09:17:00,2016-01-04 09:17:00
42702,DC-ORD-25373,5299,2016-01-06,PENDING_PAYMENT,660.16,2016-01-10,2016-01-10,Normal,2016-01-06 08:56:00,2016-01-06 08:56:00
42703,DC-ORD-21635,1695,2015-11-12,PENDING_PAYMENT,725.03,2015-11-16,2015-11-18,High,2015-11-12 19:21:00,2015-11-12 19:21:00
42704,DC-ORD-30746,1706,2016-03-24,PENDING_PAYMENT,1351.88,2016-03-28,2016-03-26,Normal,2016-03-24 19:20:00,2016-03-24 19:20:00
42705,DC-ORD-29401,3884,2016-03-05,PENDING_PAYMENT,564.41,2016-03-09,2016-03-07,Normal,2016-03-05 04:07:00,2016-03-05 04:07:00
42706,DC-ORD-48827,1677,2016-12-13,PENDING_PAYMENT,212.58,2016-12-17,2016-12-16,Normal,2016-12-13 17:55:00,2016-12-13 17:55:00
