id,po_number,vendor_id,amount,status,order_date,expected_delivery,actual_delivery,pr_id,pr_number,created_at,approved_at,received_at,category,department,created_by
30523,DC-PO-52518,VND0000005,1194.44,Received,2017-02-05,2017-02-09,2017-02-09,,,2017-02-05 15:02:00,2017-02-05 15:02:00,2017-02-09,Water Sports,Fan Shop,
30524,DC-PO-52509,VND0000005,499.7,Received,2017-02-05,2017-02-07,2017-02-10,,,2017-02-05 11:53:00,2017-02-05 11:53:00,2017-02-10,Water Sports,Fan Shop,
30525,DC-PO-52504,VND0000005,886.91,Received,2017-02-05,2017-02-09,2017-02-10,,,2017-02-05 10:08:00,2017-02-05 10:08:00,2017-02-10,Water Sports,Fan Shop,
30526,DC-PO-52501,VND0000005,173.99,Received,2017-02-05,2017-02-07,2017-02-07,,,2017-02-05 09:05:00,2017-02-05 09:05:00,2017-02-07,Water Sports,Fan Shop,
30527,DC-PO-52496,VND0000005,738.87,Received,2017-02-05,2017-02-06,2017-02-07,,,2017-02-05 07:20:00,2017-02-05 07:20:00,2017-02-07,Water Sports,Fan Shop,
30528,DC-PO-52495,VND0000005,483.85,Received,2017-02-05,2017-02-09,2017-02-11,,,2017-02-05 06:59:00,2017-02-05 06:59:00,2017-02-11,Water Sports,Fan Shop,
30529,DC-PO-52488,VND0000005,261.48,Received,2017-02-05,2017-02-09,2017-02-09,,,2017-02-05 04:32:00,2017-02-05 04:32:00,2017-02-09,Water Sports,Fan Shop,
30530,DC-PO-52481,VND0000002,518.25,Received,2017-02-05,2017-02-09,2017-02-07,,,2017-02-05 02:04:00,2017-02-05 02:04:00,2017-02-07,Water Sports,Fan Shop,
30531,DC-PO-52480,VND0000005,189.97,Received,2017-02-05,2017-02-09,2017-02-11,,,2017-02-05 01:43:00,2017-02-05 01:43:00,2017-02-11,Water Sports,Fan Shop,
30532,DC-PO-52473,VND0000005,758.38,Received,2017-02-04,2017-02-08,2017-02-08,,,2017-02-04 23:16:00,2017-02-04 23:16:00,2017-02-08,Water Sports,Fan Shop,
30533,DC-PO-52472,VND0000005,389.98,Received,2017-02-04,2017-02-08,2017-02-07,,,2017-02-04 22:55:00,2017-02-04 22:55:00,2017-02-07,Water Sports,Fan Shop,
30534,DC-PO-52463,VND0000002,533.44,Received,2017-02-04,2017-02-08,2017-02-08,,,2017-02-04 19:46:00,2017-02-04 19:46:00,2017-02-08,Water Sports,Fan Shop,
30535,DC-PO-52462,VND0000005,1302.89,Received,2017-02-04,2017-02-08,2017-02-07,,,2017-02-04 19:25:00,2017-02-04 19:25:00,2017-02-07,Water Sports,Fan Shop,
30536,DC-PO-52456,VND0000005,871.31,Received,2017-02-04,2017-02-08,2017-02-06,,,2017-02-04 17:19:00,2017-02-04 17:19:00,2017-02-06,Water Sports,Fan Shop,
30537,DC-PO-52454,VND0000005,986.5,Received,2017-02-04,2017-02-08,2017-02-09,,,2017-02-04 16:37:00,2017-02-04 16:37:00,2017-02-09,Water Sports,Fan Shop,
30538,DC-PO-52448,VND0000005,543.95,Received,2017-02-04,2017-02-08,2017-02-08,,,2017-02-04 14:31:00,2017-02-04 14:31:00,2017-02-08,Water Sports,Fan Shop,
30539,DC-PO-52446,VND0000005,985.34,Received,2017-02-04,2017-02-08,2017-02-06,,,2017-02-04 13:49:00,2017-02-04 13:49:00,2017-02-06,Water Sports,Fan Shop,
30540,DC-PO-52439,VND0000005,232.18,Received,2017-02-04,2017-02-08,2017-02-09,,,2017-02-04 11:22:00,2017-02-04 11:22:00,2017-02-09,Water Sports,Fan Shop,
30541,DC-PO-52436,VND0000005,169.99,Received,2017-02-04,2017-02-05,2017-02-06,,,2017-02-04 10:18:00,2017-02-04 10:18:00,2017-02-06,Water Sports,Fan Shop,
30542,DC-PO-52429,VND0000005,371.47,Received,2017-02-04,2017-02-08,2017-02-09,,,2017-02-04 07:51:00,2017-02-04 07:51:00,2017-02-09,Water Sports,Fan Shop,
30543,DC-PO-52413,VND0000005,609.31,Received,2017-02-04,2017-02-08,2017-02-08,,,2017-02-04 02:15:00,2017-02-04 02:15:00,2017-02-08,Water Sports,Fan Shop,
30544,DC-PO-52412,VND0000005,767.94,Received,2017-02-04,2017-02-08,2017-02-07,,,2017-02-04 01:54:00,2017-02-04 01:54:00,2017-02-07,Water Sports,Fan Shop,
30545,DC-PO-52403,VND0000005,195.99,Received,2017-02-03,2017-02-03,2017-02-04,,,2017-02-03 22:45:00,2017-02-03 22:45:00,2017-02-04,Water Sports,Fan Shop,
30546,DC-PO-52392,VND0000005,832.89,Received,2017-02-03,2017-02-07,2017-02-06,,,2017-02-03 18:54:00,2017-02-03 18:54:00,2017-02-06,Water Sports,Fan Shop,
30547,DC-PO-52385,VND0000005,627.94,Received,2017-02-03,2017-02-03,2017-02-04,,,2017-02-03 16:26:00,2017-02-03 16:26:00,2017-02-04,Water Sports,Fan Shop,
30548,DC-PO-52360,VND0000005,723.9,Received,2017-02-03,2017-02-07,2017-02-09,,,2017-02-03 07:41:00,2017-02-03 07:41:00,2017-02-09,Water Sports,Fan Shop,
30549,DC-PO-52355,VND0000005,975.92,Received,2017-02-03,2017-02-07,2017-02-09,,,2017-02-03 05:56:00,2017-02-03 05:56:00,2017-02-09,Water Sports,Fan Shop,
30550,DC-PO-52351,VND0000005,578.91,Received,2017-02-03,2017-02-04,2017-02-05,,,2017-02-03 04:32:00,2017-02-03 04:32:00,2017-02-05,Water Sports,Fan Shop,
30551,DC-PO-52331,VND0000005,728.86,Received,2017-02-02,2017-02-06,2017-02-04,,,2017-02-02 21:31:00,2017-02-02 21:31:00,2017-02-04,Water Sports,Fan Shop,
30552,DC-PO-52312,VND0000005,983.14,Received,2017-02-02,2017-02-06,2017-02-05,,,2017-02-02 14:52:00,2017-02-02 14:52:00,2017-02-05,Water Sports,Fan Shop,
30553,DC-PO-42459,VND0000001,119.5,Received,2016-09-11,2016-09-15,2016-09-16,,,2016-09-11 18:55:00,2016-09-11 18:55:00,2016-09-16,Electronics,Outdoors,
30554,DC-PO-10777,VND0000005,293.97,Received,2015-06-07,2015-06-11,2015-06-10,,,2015-06-07 07:18:00,2015-06-07 07:18:00,2015-06-10,Cardio Equipment,Footwear,
30555,DC-PO-67180,VND0000003,335.97,Received,2017-09-07,2017-09-11,2017-09-13,,,2017-09-07 15:47:00,2017-09-07 15:47:00,2017-09-13,Cleats,Apparel,
30556,DC-PO-13606,VND0000002,443.32,Received,2015-07-18,2015-07-22,2015-07-20,,,2015-07-18 14:26:00,2015-07-18 14:26:00,2015-07-20,Cleats,Apparel,
30557,DC-PO-49762,VND0000005,1214.8,Received,2016-12-27,2016-12-31,2016-12-30,,,2016-12-27 09:29:00,2016-12-27 09:29:00,2016-12-30,Cleats,Apparel,
30558,DC-PO-48756,VND0000002,970.48,Received,2016-12-12,2016-12-16,2016-12-14,,,2016-12-12 17:02:00,2016-12-12 17:02:00,2016-12-14,Cleats,Apparel,
30559,DC-PO-68740,VND0000003,132.0,Received,2017-09-30,2017-10-04,2017-10-06,,,2017-09-30 10:20:00,2017-09-30 10:20:00,2017-10-06,Women's Apparel,Golf,
30560,DC-PO-61950,VND0000003,120.0,Received,2017-06-23,2017-06-27,2017-06-29,,,2017-06-23 07:29:00,2017-06-23 07:29:00,2017-06-29,Women's Apparel,Golf,
30561,DC-PO-57508,VND0000005,299.97,Received,2017-04-19,2017-04-23,2017-04-23,,,2017-04-19 11:15:00,2017-04-19 11:15:00,2017-04-23,Cardio Equipment,Footwear,
30562,DC-PO-54735,VND0000005,543.58,Received,2017-03-09,2017-03-13,2017-03-15,,,2017-03-09 23:45:00,2017-03-09 23:45:00,2017-03-15,Cardio Equipment,Footwear,
30563,DC-PO-5743,VND0000005,796.88,Received,2015-03-25,2015-03-29,2015-03-29,,,2015-03-25 19:40:00,2015-03-25 19:40:00,2015-03-29,Cardio Equipment,Footwear,
30564,DC-PO-5711,VND0000005,269.97,Received,2015-03-25,2015-03-29,2015-03-27,,,2015-03-25 08:28:00,2015-03-25 08:28:00,2015-03-27,Cardio Equipment,Footwear,
30565,DC-PO-57336,VND0000002,806.89,Received,2017-04-16,2017-04-20,2017-04-18,,,2017-04-16 23:00:00,2017-04-16 23:00:00,2017-04-18,Cleats,Apparel,
30566,DC-PO-52726,VND0000005,704.85,Received,2017-02-08,2017-02-12,2017-02-10,,,2017-02-08 15:54:00,2017-02-08 15:54:00,2017-02-10,Cleats,Apparel,
30567,DC-PO-6556,VND0000005,817.47,Received,2015-04-06,2015-04-10,2015-04-08,,,2015-04-06 16:30:00,2015-04-06 16:30:00,2015-04-08,Cleats,Apparel,
30568,DC-PO-2693,VND0000005,793.65,Received,2015-02-09,2015-02-13,2015-02-13,,,2015-02-09 07:07:00,2015-02-09 07:07:00,2015-02-13,Cleats,Apparel,
30569,DC-PO-53150,VND0000002,161.97,Received,2017-02-14,2017-02-18,2017-02-20,,,2017-02-14 20:27:00,2017-02-14 20:27:00,2017-02-20,Cleats,Apparel,
30570,DC-PO-2818,VND0000002,496.25,Received,2015-02-11,2015-02-15,2015-02-15,,,2015-02-11 02:55:00,2015-02-11 02:55:00,2015-02-15,Cleats,Apparel,
30571,DC-PO-1226,VND0000002,372.53,Received,2015-01-18,2015-01-22,2015-01-20,,,2015-01-18 21:10:00,2015-01-18 21:10:00,2015-01-20,Cleats,Apparel,
30572,DC-PO-58236,VND0000002,267.54,Received,2017-04-30,2017-05-04,2017-05-02,,,2017-04-30 02:18:00,2017-04-30 02:18:00,2017-05-02,Cleats,Apparel,
30573,DC-PO-53249,VND0000005,509.36,Received,2017-02-16,2017-02-20,2017-02-21,,,2017-02-16 07:08:00,2017-02-16 07:08:00,2017-02-21,Cleats,Apparel,
30574,DC-PO-3836,VND0000002,147.58,Received,2015-02-25,2015-03-01,2015-02-27,,,2015-02-25 23:34:00,2015-02-25 23:34:00,2015-02-27,Cleats,Apparel,
30575,DC-PO-59342,VND0000002,784.9,Received,2017-05-16,2017-05-20,2017-05-19,,,2017-05-16 05:47:00,2017-05-16 05:47:00,2017-05-19,Cleats,Apparel,
30576,DC-PO-51659,VND0000002,419.93,Received,2017-01-24,2017-01-28,2017-01-29,,,2017-01-24 02:05:00,2017-01-24 02:05:00,2017-01-29,Cleats,Apparel,
30577,DC-PO-52742,VND0000005,826.45,Received,2017-02-08,2017-02-12,2017-02-11,,,2017-02-08 21:31:00,2017-02-08 21:31:00,2017-02-11,Women's Apparel,Golf,
30578,DC-PO-56237,VND0000005,738.43,Received,2017-03-31,2017-04-04,2017-04-03,,,2017-03-31 21:58:00,2017-03-31 21:58:00,2017-04-03,Women's Apparel,Golf,
30579,DC-PO-53585,VND0000003,736.5,Received,2017-02-21,2017-02-25,2017-02-27,,,2017-02-21 04:51:00,2017-02-21 04:51:00,2017-02-27,Women's Apparel,Golf,
30580,DC-PO-2338,VND0000005,323.93,Received,2015-02-04,2015-02-08,2015-02-08,,,2015-02-04 02:45:00,2015-02-04 02:45:00,2015-02-08,Women's Apparel,Golf,
30581,DC-PO-54331,VND0000003,144.0,Received,2017-03-04,2017-03-08,2017-03-06,,,2017-03-04 02:13:00,2017-03-04 02:13:00,2017-03-06,Women's Apparel,Golf,
30582,DC-PO-1440,VND0000003,144.0,Received,2015-01-22,2015-01-26,2015-01-28,,,2015-01-22 00:08:00,2015-01-22 00:08:00,2015-01-28,Women's Apparel,Golf,
30583,DC-PO-6732,VND0000002,392.32,Received,2015-04-09,2015-04-13,2015-04-12,,,2015-04-09 06:10:00,2015-04-09 06:10:00,2015-04-12,Shop By Sport,Golf,
30584,DC-PO-4521,VND0000005,453.34,Received,2015-03-07,2015-03-11,2015-03-09,,,2015-03-07 23:33:00,2015-03-07 23:33:00,2015-03-09,Shop By Sport,Golf,
30585,DC-PO-9864,VND0000005,1062.23,Received,2015-05-24,2015-05-28,2015-05-29,,,2015-05-24 23:26:00,2015-05-24 23:26:00,2015-05-29,Women's Apparel,Golf,
30586,DC-PO-10072,VND0000005,319.49,Received,2015-05-28,2015-06-01,2015-05-31,,,2015-05-28 00:19:00,2015-05-28 00:19:00,2015-05-31,Women's Apparel,Golf,
30587,DC-PO-6553,VND0000002,75.6,Received,2015-04-06,2015-04-10,2015-04-10,,,2015-04-06 15:27:00,2015-04-06 15:27:00,2015-04-10,Shop By Sport,Golf,
30588,DC-PO-1370,VND0000003,370.73,Received,2015-01-20,2015-01-24,2015-01-26,,,2015-01-20 23:37:00,2015-01-20 23:37:00,2015-01-26,Shop By Sport,Golf,
30589,DC-PO-4851,VND0000005,558.13,Received,2015-03-12,2015-03-16,2015-03-14,,,2015-03-12 19:10:00,2015-03-12 19:10:00,2015-03-14,Women's Apparel,Golf,
30590,DC-PO-54792,VND0000002,192.44,Received,2017-03-10,2017-03-14,2017-03-13,,,2017-03-10 19:43:00,2017-03-10 19:43:00,2017-03-13,Shop By Sport,Golf,
30591,DC-PO-51411,VND0000005,670.48,Received,2017-01-20,2017-01-24,2017-01-22,,,2017-01-20 11:12:00,2017-01-20 11:12:00,2017-01-22,Women's Apparel,Golf,
30592,DC-PO-52917,VND0000005,437.45,Received,2017-02-11,2017-02-15,2017-02-14,,,2017-02-11 10:49:00,2017-02-11 10:49:00,2017-02-14,Accessories,Outdoors,
30593,DC-PO-854,VND0000005,646.14,Received,2015-01-13,2015-01-17,2015-01-18,,,2015-01-13 10:50:00,2015-01-13 10:50:00,2015-01-18,Golf Balls,Outdoors,
30594,DC-PO-4515,VND0000003,38.38,Received,2015-03-07,2015-03-11,2015-03-13,,,2015-03-07 21:27:00,2015-03-07 21:27:00,2015-03-13,Trade-In,Outdoors,
30595,DC-PO-57456,VND0000005,85.47,Received,2017-04-18,2017-04-22,2017-04-20,,,2017-04-18 17:02:00,2017-04-18 17:02:00,2017-04-20,Hunting & Shooting,Fan Shop,
30596,DC-PO-55462,VND0000002,696.51,Received,2017-03-20,2017-03-24,2017-03-23,,,2017-03-20 14:27:00,2017-03-20 14:27:00,2017-03-23,Cardio Equipment,Footwear,
30597,DC-PO-57498,VND0000002,331.14,Received,2017-04-19,2017-04-23,2017-04-23,,,2017-04-19 07:45:00,2017-04-19 07:45:00,2017-04-23,Cleats,Apparel,
30598,DC-PO-59429,VND0000002,158.37,Received,2017-05-17,2017-05-21,2017-05-22,,,2017-05-17 12:16:00,2017-05-17 12:16:00,2017-05-22,Cleats,Apparel,
30599,DC-PO-56696,VND0000005,263.94,Received,2017-04-07,2017-04-11,2017-04-09,,,2017-04-07 14:47:00,2017-04-07 14:47:00,2017-04-09,Women's Apparel,Golf,
30600,DC-PO-26679,VND0000005,287.97,Received,2016-01-25,2016-01-29,2016-01-30,,,2016-01-25 10:29:00,2016-01-25 10:29:00,2016-01-30,Cardio Equipment,Footwear,
30601,DC-PO-21163,VND0000005,835.4,Received,2015-11-05,2015-11-09,2015-11-09,,,2015-11-05 21:59:00,2015-11-05 21:59:00,2015-11-09,Cardio Equipment,Footwear,
30602,DC-PO-25392,VND0000005,803.61,Received,2016-01-06,2016-01-10,2016-01-09,,,2016-01-06 15:35:00,2016-01-06 15:35:00,2016-01-09,Cardio Equipment,Footwear,
30603,DC-PO-22155,VND0000005,374.95,Received,2015-11-20,2015-11-24,2015-11-26,,,2015-11-20 09:31:00,2015-11-20 09:31:00,2015-11-26,Boxing & MMA,Footwear,
30604,DC-PO-28552,VND0000005,1026.89,Received,2016-02-21,2016-02-25,2016-02-24,,,2016-02-21 18:41:00,2016-02-21 18:41:00,2016-02-24,Cardio Equipment,Footwear,
30605,DC-PO-22111,VND0000005,433.9,Received,2015-11-19,2015-11-23,2015-11-21,,,2015-11-19 18:07:00,2015-11-19 18:07:00,2015-11-21,Cardio Equipment,Footwear,
30606,DC-PO-24024,VND0000005,162.58,Received,2015-12-17,2015-12-21,2015-12-22,,,2015-12-17 16:19:00,2015-12-17 16:19:00,2015-12-22,Electronics,Footwear,
30607,DC-PO-26881,VND0000005,248.98,Received,2016-01-28,2016-02-01,2016-01-30,,,2016-01-28 09:15:00,2016-01-28 09:15:00,2016-01-30,Cardio Equipment,Footwear,
30608,DC-PO-26904,VND0000002,179.97,Received,2016-01-28,2016-02-01,2016-02-02,,,2016-01-28 17:19:00,2016-01-28 17:19:00,2016-02-02,Cleats,Apparel,
30609,DC-PO-24168,VND0000005,512.55,Received,2015-12-19,2015-12-23,2015-12-23,,,2015-12-19 18:46:00,2015-12-19 18:46:00,2015-12-23,Cleats,Apparel,
30610,DC-PO-50101,VND0000002,224.05,Received,2017-01-01,2017-01-05,2017-01-03,,,2017-01-01 08:15:00,2017-01-01 08:15:00,2017-01-03,Cleats,Apparel,
30611,DC-PO-26196,VND0000002,170.07,Received,2016-01-18,2016-01-22,2016-01-20,,,2016-01-18 09:16:00,2016-01-18 09:16:00,2016-01-20,Cleats,Apparel,
30612,DC-PO-46487,VND0000003,335.37,Received,2016-11-09,2016-11-13,2016-11-12,,,2016-11-09 14:06:00,2016-11-09 14:06:00,2016-11-12,Cleats,Apparel,
30613,DC-PO-25442,VND0000005,404.78,Received,2016-01-07,2016-01-11,2016-01-10,,,2016-01-07 09:06:00,2016-01-07 09:06:00,2016-01-10,Cleats,Apparel,
30614,DC-PO-44700,VND0000002,512.57,Received,2016-10-14,2016-10-18,2016-10-20,,,2016-10-14 12:03:00,2016-10-14 12:03:00,2016-10-20,Cleats,Apparel,
30615,DC-PO-47096,VND0000005,556.53,Received,2016-11-18,2016-11-22,2016-11-20,,,2016-11-18 11:28:00,2016-11-18 11:28:00,2016-11-20,Cleats,Apparel,
30616,DC-PO-45572,VND0000005,491.15,Received,2016-10-27,2016-10-31,2016-10-30,,,2016-10-27 05:33:00,2016-10-27 05:33:00,2016-10-30,Cleats,Apparel,
30617,DC-PO-20423,VND0000002,151.17,Received,2015-10-26,2015-10-30,2015-10-30,,,2015-10-26 02:44:00,2015-10-26 02:44:00,2015-10-30,Cleats,Apparel,
30618,DC-PO-43558,VND0000002,202.43,Received,2016-09-27,2016-10-01,2016-10-01,,,2016-09-27 19:57:00,2016-09-27 19:57:00,2016-10-01,Shop By Sport,Golf,
30619,DC-PO-45843,VND0000002,400.03,Received,2016-10-31,2016-11-04,2016-11-04,,,2016-10-31 04:29:00,2016-10-31 04:29:00,2016-11-04,Shop By Sport,Golf,
30620,DC-PO-41963,VND0000005,818.43,Received,2016-09-04,2016-09-08,2016-09-08,,,2016-09-04 13:09:00,2016-09-04 13:09:00,2016-09-08,Women's Apparel,Golf,
30621,DC-PO-25632,VND0000003,113.37,Received,2016-01-10,2016-01-14,2016-01-13,,,2016-01-10 03:40:00,2016-01-10 03:40:00,2016-01-13,Girls' Apparel,Golf,
30622,DC-PO-25424,VND0000002,403.46,Received,2016-01-07,2016-01-11,2016-01-12,,,2016-01-07 02:48:00,2016-01-07 02:48:00,2016-01-12,Women's Apparel,Golf,
30623,DC-PO-21822,VND0000002,111.57,Received,2015-11-15,2015-11-19,2015-11-18,,,2015-11-15 12:52:00,2015-11-15 12:52:00,2015-11-18,Shop By Sport,Golf,
30624,DC-PO-46566,VND0000003,136.5,Received,2016-11-10,2016-11-14,2016-11-12,,,2016-11-10 17:47:00,2016-11-10 17:47:00,2016-11-12,Women's Apparel,Golf,
30625,DC-PO-27619,VND0000005,522.96,Received,2016-02-08,2016-02-12,2016-02-13,,,2016-02-08 03:48:00,2016-02-08 03:48:00,2016-02-13,Women's Apparel,Golf,
30626,DC-PO-44282,VND0000002,411.44,Received,2016-10-08,2016-10-12,2016-10-11,,,2016-10-08 09:36:00,2016-10-08 09:36:00,2016-10-11,Women's Apparel,Golf,
30627,DC-PO-20694,VND0000005,309.49,Received,2015-10-30,2015-11-03,2015-11-04,,,2015-10-30 01:40:00,2015-10-30 01:40:00,2015-11-04,Women's Apparel,Golf,
30628,DC-PO-27814,VND0000005,479.48,Received,2016-02-11,2016-02-15,2016-02-16,,,2016-02-11 00:07:00,2016-02-11 00:07:00,2016-02-16,Women's Apparel,Golf,
30629,DC-PO-49184,VND0000005,1019.9,Received,2016-12-18,2016-12-22,2016-12-23,,,2016-12-18 22:59:00,2016-12-18 22:59:00,2016-12-23,Women's Apparel,Golf,
30630,DC-PO-21601,VND0000002,605.64,Received,2015-11-12,2015-11-16,2015-11-14,,,2015-11-12 07:26:00,2015-11-12 07:26:00,2015-11-14,Electronics,Outdoors,
30631,DC-PO-45589,VND0000001,92.13,Received,2016-10-27,2016-10-31,2016-11-01,,,2016-10-27 11:30:00,2016-10-27 11:30:00,2016-11-01,Electronics,Outdoors,
30632,DC-PO-29356,VND0000005,258.67,Received,2016-03-04,2016-03-08,2016-03-06,,,2016-03-04 12:21:00,2016-03-04 12:21:00,2016-03-06,Electronics,Outdoors,
30633,DC-PO-28569,VND0000005,605.95,Received,2016-02-22,2016-02-26,2016-02-27,,,2016-02-22 00:38:00,2016-02-22 00:38:00,2016-02-27,Cardio Equipment,Footwear,
30634,DC-PO-30220,VND0000002,661.12,Received,2016-03-17,2016-03-21,2016-03-23,,,2016-03-17 03:03:00,2016-03-17 03:03:00,2016-03-23,Cleats,Apparel,
30635,DC-PO-31126,VND0000003,124.5,Received,2016-03-30,2016-04-03,2016-04-01,,,2016-03-30 08:28:00,2016-03-30 08:28:00,2016-04-01,Women's Apparel,Golf,
30636,DC-PO-38550,VND0000002,526.99,Received,2016-07-16,2016-07-20,2016-07-22,,,2016-07-16 17:25:00,2016-07-16 17:25:00,2016-07-22,Lacrosse,Fitness,
30637,DC-PO-32477,VND0000005,584.92,Received,2016-04-19,2016-04-23,2016-04-22,,,2016-04-19 01:47:00,2016-04-19 01:47:00,2016-04-22,Cardio Equipment,Footwear,
30638,DC-PO-35846,VND0000005,1061.76,Received,2016-06-07,2016-06-11,2016-06-09,,,2016-06-07 06:06:00,2016-06-07 06:06:00,2016-06-09,Cardio Equipment,Footwear,
30639,DC-PO-33469,VND0000005,987.26,Received,2016-05-03,2016-05-07,2016-05-08,,,2016-05-03 13:19:00,2016-05-03 13:19:00,2016-05-08,Cardio Equipment,Footwear,
30640,DC-PO-34504,VND0000005,376.47,Received,2016-05-18,2016-05-22,2016-05-23,,,2016-05-18 15:56:00,2016-05-18 15:56:00,2016-05-23,Cardio Equipment,Footwear,
30641,DC-PO-38809,VND0000005,422.97,Received,2016-07-20,2016-07-24,2016-07-25,,,2016-07-20 12:10:00,2016-07-20 12:10:00,2016-07-25,Cardio Equipment,Footwear,
30642,DC-PO-37617,VND0000005,582.95,Received,2016-07-03,2016-07-07,2016-07-06,,,2016-07-03 02:33:00,2016-07-03 02:33:00,2016-07-06,Cardio Equipment,Footwear,
30643,DC-PO-36598,VND0000005,251.97,Received,2016-06-18,2016-06-22,2016-06-22,,,2016-06-18 05:33:00,2016-06-18 05:33:00,2016-06-22,Cardio Equipment,Footwear,
30644,DC-PO-33816,VND0000005,1121.7,Received,2016-05-08,2016-05-12,2016-05-10,,,2016-05-08 14:54:00,2016-05-08 14:54:00,2016-05-10,Cardio Equipment,Footwear,
30645,DC-PO-36493,VND0000005,463.81,Received,2016-06-16,2016-06-20,2016-06-20,,,2016-06-16 16:46:00,2016-06-16 16:46:00,2016-06-20,Electronics,Footwear,
30646,DC-PO-39816,VND0000005,338.94,Received,2016-08-04,2016-08-08,2016-08-06,,,2016-08-04 04:58:00,2016-08-04 04:58:00,2016-08-06,Cardio Equipment,Footwear,
30647,DC-PO-43837,VND0000002,334.56,Received,2016-10-01,2016-10-05,2016-10-04,,,2016-10-01 21:42:00,2016-10-01 21:42:00,2016-10-04,Cleats,Apparel,
30648,DC-PO-36231,VND0000005,350.96,Received,2016-06-12,2016-06-16,2016-06-14,,,2016-06-12 20:58:00,2016-06-12 20:58:00,2016-06-14,Cleats,Apparel,
30649,DC-PO-34909,VND0000005,434.03,Received,2016-05-24,2016-05-28,2016-05-29,,,2016-05-24 13:49:00,2016-05-24 13:49:00,2016-05-29,Cleats,Apparel,
30650,DC-PO-39534,VND0000002,163.77,Received,2016-07-31,2016-08-04,2016-08-05,,,2016-07-31 02:10:00,2016-07-31 02:10:00,2016-08-05,Cleats,Apparel,
30651,DC-PO-32622,VND0000002,163.77,Received,2016-04-21,2016-04-25,2016-04-24,,,2016-04-21 04:35:00,2016-04-21 04:35:00,2016-04-24,Cleats,Apparel,
30652,DC-PO-31561,VND0000002,320.34,Received,2016-04-05,2016-04-09,2016-04-07,,,2016-04-05 16:52:00,2016-04-05 16:52:00,2016-04-07,Cleats,Apparel,
30653,DC-PO-35474,VND0000003,592.81,Received,2016-06-01,2016-06-05,2016-06-06,,,2016-06-01 19:46:00,2016-06-01 19:46:00,2016-06-06,Cleats,Apparel,
30654,DC-PO-35206,VND0000002,731.43,Received,2016-05-28,2016-06-01,2016-05-30,,,2016-05-28 21:52:00,2016-05-28 21:52:00,2016-05-30,Cleats,Apparel,
30655,DC-PO-36073,VND0000003,685.54,Received,2016-06-10,2016-06-14,2016-06-14,,,2016-06-10 13:37:00,2016-06-10 13:37:00,2016-06-14,Cleats,Apparel,
30656,DC-PO-36277,VND0000005,962.0,Received,2016-06-13,2016-06-17,2016-06-16,,,2016-06-13 13:05:00,2016-06-13 13:05:00,2016-06-16,Women's Apparel,Golf,
30657,DC-PO-38683,VND0000002,640.86,Received,2016-07-18,2016-07-22,2016-07-22,,,2016-07-18 16:01:00,2016-07-18 16:01:00,2016-07-22,Women's Apparel,Golf,
30658,DC-PO-36183,VND0000002,714.22,Received,2016-06-12,2016-06-16,2016-06-16,,,2016-06-12 04:09:00,2016-06-12 04:09:00,2016-06-16,Shop By Sport,Golf,
30659,DC-PO-36708,VND0000003,136.5,Received,2016-06-19,2016-06-23,2016-06-23,,,2016-06-19 20:05:00,2016-06-19 20:05:00,2016-06-23,Women's Apparel,Golf,
30660,DC-PO-31369,VND0000005,1193.08,Received,2016-04-02,2016-04-06,2016-04-07,,,2016-04-02 21:36:00,2016-04-02 21:36:00,2016-04-07,Women's Apparel,Golf,
30661,DC-PO-40757,VND0000002,1098.99,Received,2016-08-17,2016-08-21,2016-08-20,,,2016-08-17 22:38:00,2016-08-17 22:38:00,2016-08-20,Shop By Sport,Golf,
30662,DC-PO-36388,VND0000003,126.0,Received,2016-06-15,2016-06-19,2016-06-19,,,2016-06-15 03:59:00,2016-06-15 03:59:00,2016-06-19,Women's Apparel,Golf,
30663,DC-PO-34281,VND0000005,789.35,Received,2016-05-15,2016-05-19,2016-05-17,,,2016-05-15 09:48:00,2016-05-15 09:48:00,2016-05-17,Women's Apparel,Golf,
30664,DC-PO-38309,VND0000003,112.5,Received,2016-07-13,2016-07-17,2016-07-18,,,2016-07-13 04:59:00,2016-07-13 04:59:00,2016-07-18,Women's Apparel,Golf,
30665,DC-PO-38935,VND0000005,430.87,Received,2016-07-22,2016-07-26,2016-07-28,,,2016-07-22 08:18:00,2016-07-22 08:18:00,2016-07-28,Golf Balls,Outdoors,
30666,DC-PO-33821,VND0000005,327.42,Received,2016-05-08,2016-05-12,2016-05-10,,,2016-05-08 16:39:00,2016-05-08 16:39:00,2016-05-10,Trade-In,Outdoors,
30667,DC-PO-37942,VND0000003,40.77,Received,2016-07-07,2016-07-11,2016-07-10,,,2016-07-07 20:25:00,2016-07-07 20:25:00,2016-07-10,Trade-In,Outdoors,
30668,DC-PO-40829,VND0000005,893.63,Received,2016-08-18,2016-08-22,2016-08-23,,,2016-08-18 23:52:00,2016-08-18 23:52:00,2016-08-23,Cardio Equipment,Footwear,
30669,DC-PO-36393,VND0000005,661.01,Received,2016-06-15,2016-06-19,2016-06-19,,,2016-06-15 05:44:00,2016-06-15 05:44:00,2016-06-19,Cleats,Apparel,
30670,DC-PO-33119,VND0000003,512.31,Received,2016-04-28,2016-05-02,2016-05-03,,,2016-04-28 10:42:00,2016-04-28 10:42:00,2016-05-03,Shop By Sport,Golf,
